1|1|1|3|1
2|2|1|5|1
3|2|2|7|2
4|2|2|9|2
5|2|3|10|3
6|3|3|11|3
7|3|4|12|4
8|3|4|13|4
9|3|5|14|5
10|4|5|15|5
11|4|6|16|5
12|4|6|17|5
13|4|7|18|5
14|5|7|19|5
15|5|8|20|5
16|5|8|21|5
17|5|9|22|5
18|6|9|23|5
19|6|10|24|5
20|6|10|25|5
21|6|11|26|5
22|6|11|27|5
23|6|12|28|5
24|6|12|29|5
25|6|13|30|5
26|6|13|31|5
27|6|14|32|5
28|6|14|33|5
29|6|15|34|5
30|6|15|35|5
31|6|16|36|5
32|6|16|37|5
33|6|17|38|5
34|6|17|39|5
35|6|18|40|5
36|6|18|41|5
37|6|19|42|5
38|6|19|43|5
39|6|20|44|5
40|6|20|45|5
41|6|21|46|5
42|6|21|47|5
43|6|22|48|5
44|6|22|49|5
45|6|23|50|5
46|6|23|51|5
47|6|24|52|5
48|6|24|53|5
49|6|25|54|5
50|6|25|55|5
51|6|26|56|5
52|6|26|57|5
53|6|27|58|5
54|6|27|59|5
55|6|28|60|5
56|6|28|61|5
57|6|29|62|5
58|6|29|63|5
59|6|30|64|5
60|6|30|65|5
61|6|31|66|5
62|6|31|67|5
63|6|32|68|5
64|6|32|69|5
65|6|33|70|5
66|6|33|71|5
67|6|34|72|5
68|6|34|73|5
69|6|35|74|5
70|6|35|75|5
71|6|36|76|5
72|6|36|77|5
73|6|37|78|5
74|6|37|79|5
75|6|38|80|5
76|6|38|81|5
77|6|39|82|5
78|6|39|83|5
79|6|40|84|5
80|6|40|85|5
81|6|41|86|5
82|6|41|87|5
83|6|42|88|5
84|6|42|89|5
85|6|43|90|5
86|6|43|91|5
87|6|44|92|5
88|6|44|93|5
89|6|45|94|5
90|6|45|95|5
91|6|46|96|5
92|6|46|97|5
93|6|47|98|5
94|6|47|99|5
95|6|48|100|5
96|6|48|101|5
97|6|50|102|5
98|6|50|103|5
99|6|51|104|5
100|6|51|105|5
